tar_letter,tar_pos,tar_ori,tar_pos_type,block,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instruction_text.started,instruction_text.stopped,fix_key.keys,fix_key.started,fix_key.stopped,fixcross.started,fixcross.stopped,roi.started,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,RedFixCross.started,RedFixCross.stopped,distori,search_resp.keys,search_resp.corr,search_resp.rt,search_resp.started,search_resp.stopped,fixcross_shape.started,fixcross_shape.stopped,correct,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,text_q1.started,text_q1.stopped,key_resp1.keys,key_resp1.rt,key_resp1.started,key_resp1.stopped,text_q2.started,text_q2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,text_q1_2.started,text_q1_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_q4.started,text_q4.stopped,key_resp1_3.keys,key_resp1_3.rt,key_resp1_3.started,key_resp1_3.stopped,finish_text.started,finish_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,group,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,space,3.3512247749581547,58.30898735326127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,2,2,0,mix,0,0,0,0,,,,,58.30898735326127,None,None,114.11975836078955,None,113.17163394789759,None,113.6201847508546,None,1,[0.008945051004502602],[0.5176051470843959],114.11975836078955,None,[1 3 2 2 0 1 2 1],space,0,3.4152143940682436,0.0067683609913729015,None,114.14472118194908,None,1,117.56681623726718,None,None,118.06639674256621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
1,3,2,2,mix,0,1,1,1,,,,,,,None,119.09885771079689,None,118.11635493741733,None,118.59928313871842,None,1,[0.008627543547390815],[0.5170185600745754],119.09885771079689,None,[3 2 1 3 0 3 0 2],space,0,2.856419870462105,0.0028445781754271593,None,119.11551498587096,None,1,121.97140540667124,None,None,122.47098911911598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,4,2,2,mix,0,2,2,2,,,,,,,None,123.50345714306786,None,122.52927306507263,None,123.00386364882797,None,1,[0.008660897866320738],[0.517154863781343],123.50345714306786,None,[1 3 3 3 1 2 0 0],space,0,4.499778175703341,0.0027717759603547165,None,123.52008940240285,None,1,128.0245709079145,None,None,128.52415590321743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,5,1,2,mix,0,3,3,3,,,,,,,None,129.5566046842937,None,128.58248218350218,None,129.057059297244,None,1,[0.008610224958829349],[0.5171462044868349],129.5566046842937,None,[2 3 3 3 0 2 1 2],space,0,5.134677633278898,0.002722065197303891,None,129.57325201721505,None,1,134.71055154252508,None,None,135.21011889852525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
1,6,4,2,mix,0,4,4,4,,,,,,,None,136.24258820533578,None,135.26845383810405,None,135.74301619897415,None,1,[0.008639730702725501],[0.5174409412079513],136.24258820533578,None,[0 2 3 0 1 1 0 0],space,0,4.430938389646144,0.00195074657585792,None,136.25924195254902,None,1,140.6887993952605,None,None,141.18837829698623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,4,2,0,mix,0,5,5,5,,,,,,,None,142.22915667774305,None,141.24667795795904,None,141.72958018137706,None,1,[0.009500528698026756],[0.5174091904618763],142.22915667774305,None,[2 2 3 2 3 2 0 1],space,0,3.5652600798630374,0.002381466287715739,None,142.2458107456714,None,1,145.8094426076409,None,None,146.3090179815058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,5,4,2,mix,0,6,6,6,,,,,,,None,147.34147093187175,None,146.36732854677484,None,146.84189635979328,None,1,[0.008673085021200677],[0.5176160513810828],147.34147093187175,None,[2 2 0 1 1 2 2 0],space,0,4.324224774637514,0.002231692567875143,None,147.35813109337732,None,1,151.68775643137042,None,None,152.1873568209744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
1,6,2,2,mix,0,7,7,7,,,,,,,None,153.21979886704366,None,152.23735735015362,153.23645582140307,152.72022589853805,None,2,"[0.00870740148366167, 0.7167756508338243]","[0.22506468011761172, 1.224571421057135]",153.21979886704366,None,[0 1 0 3 2 1 1 3],space,0,5.898861958224643,0.0030113497696220293,None,153.9441818682717,None,1,159.84749635748403,None,None,160.3470669206299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,7,2,2,mix,0,8,8,8,,,,,,,None,161.3795064009828,None,160.4054057087842,None,160.879930225331,None,1,[0.008622412113709288],[0.5171195851748962],161.3795064009828,None,[2 0 1 3 1 1 2 0],space,0,4.989664601041113,0.00279743312876235,None,161.39617073177806,None,1,166.38358460788004,None,None,166.88315837817208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,3,2,0,mix,0,9,9,9,,,,,,,None,167.91562127069074,None,166.93311881802583,None,167.41602745573573,None,1,[0.009734971073157794],[0.5172959782071302],167.91562127069074,None,[3 2 0 2 0 1 1 3],space,0,3.973739838121219,0.0025286742907155713,None,167.93225930288827,None,1,171.9038927376423,None,None,172.40345977292782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
1,4,1,2,mix,0,10,10,10,,,,,,,None,173.42757189860185,None,172.43676069270532,173.43591304400843,172.92800406152992,None,6,"[0.0086843100320948, 0.5338945625085216, 0.5919269078590332, 0.6172396286510775, 0.6339264094685859, 0.6754053912763993]","[0.12514668684161734, 0.541933594758575, 0.6001683110239355, 0.6255454954512061, 0.6582686478705, 1.1831046264042016]",173.42757189860185,None,[3 2 3 0 0 3 3 2],space,0,3.9387710420487565,0.0025854407758743037,None,174.1103575743332,None,1,178.0486726103636,None,None,178.54823579707363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
0,5,3,2,mix,0,11,11,11,,,,,,,None,179.57237935277908,None,178.58154665900383,179.58068201243304,179.07278136853438,None,5,"[0.008688800036907196, 0.35832127713683803, 0.4502278196187035, 0.4665307050559022, 0.5337534480831891]","[0.35012798116258637, 0.3750151136759996, 0.45826428615191617, 0.4749715927041507, 1.0412955330552904]",179.57237935277908,None,[3 3 0 1 3 1 1 2],space,0,3.040603060077956,0.0031822906521483674,None,180.11357049323033,None,1,183.15264892623145,None,None,183.65222814867184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
1,6,3,2,mix,0,12,12,12,,,,,,,None,184.68467628831877,None,183.70217736351424,None,184.1850917740876,None,1,[0.008216387425818539],[0.5166542282854607],184.68467628831877,None,[3 1 2 0 2 3 2 1],space,0,4.851266948928696,0.0025880064922603196,None,184.70135280626891,None,1,189.55550816106415,None,None,190.05510534352243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17_YYF,17,25,F,2022-12-09_09h48.52.719,dynamic target,2022.1.3,120.13149580837877,
