tar_letter,tar_pos,tar_ori,tar_pos_type,block,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instruction_text.started,instruction_text.stopped,fix_key.keys,fix_key.started,fix_key.stopped,fixcross.started,fixcross.stopped,roi.started,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,RedFixCross.started,RedFixCross.stopped,distori,search_resp.keys,search_resp.corr,search_resp.rt,search_resp.started,search_resp.stopped,fixcross_shape.started,fixcross_shape.stopped,correct,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,text_q1.started,text_q1.stopped,key_resp1.keys,key_resp1.rt,key_resp1.started,key_resp1.stopped,text_q2.started,text_q2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,text_q1_2.started,text_q1_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_q4.started,text_q4.stopped,key_resp1_3.keys,key_resp1_3.rt,key_resp1_3.started,key_resp1_3.stopped,finish_text.started,finish_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,group,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,space,3.934657517037067,26.64330453556795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
0,6,2,0,mix,0,0,0,0,,,,,26.64330453556795,None,None,149.94548383517213,None,148.97239635081496,149.97878845412515,149.4459142301671,None,14,"[0.008952985600444663, 0.14177698611865708, 0.275518221872062, 0.3003820316821475, 0.32497933013610236, 0.4082152205883176, 0.4248925455713106, 0.44985032388649415, 0.5256402526438251, 0.5674020370315702, 0.5841749340775095, 0.6175234905226716, 0.650336779272493, 0.7254128039621719]","[0.13332623491578488, 0.25825720173952504, 0.2919659173344371, 0.3085922491695783, 0.3831500038804734, 0.4170578813918837, 0.44180783857655115, 0.5181096230803632, 0.5506403648928426, 0.5758098128771962, 0.6003731158994015, 0.6423472113801836, 0.7178266912887921, 1.233231753272321]",149.94548383517213,None,[2 1 3 2 2 1 3 1],space,0,3.403307314700214,0.007090613219588704,None,150.68651465363473,None,0,154.0919146676174,None,None,154.59148523475739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
0,7,3,2,mix,0,1,1,1,,,,,,,None,155.62393195012555,None,154.64148610067878,155.64059420166222,155.12435753444606,None,1,[0.06651687295880038],[0.5665187972285821],155.62393195012555,None,[2 0 2 0 0 2 0 1],space,0,7.706542717671255,0.0025951984339371847,None,155.690537980915,None,0,163.4005704176884,None,None,163.90015413400494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
1,8,3,2,mix,0,2,2,2,,,,,,,None,164.93258737948463,None,163.94177833310778,164.94091946738763,164.43301039811195,None,2,"[0.008539588322037162, 0.2674520039026902]","[0.14197999657471883, 0.7751587041457242]",164.93258737948463,None,[2 0 1 2 3 1 0 2],space,0,6.413005634107321,0.0026930154785986815,None,165.2073631539547,None,1,171.62684208737073,None,None,172.12639597750655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
0,1,3,2,mix,0,3,3,3,,,,,,,None,173.1588369200649,None,172.16802370443702,None,172.6592727671573,None,1,[0.0087053962297432],[0.5177568402978068],173.1588369200649,None,[1 3 2 1 3 0 0 3],space,0,6.075760046618143,0.0019627551173471147,None,173.17549371950417,None,0,179.25359469619934,None,None,179.75317969536223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
0,2,1,2,mix,0,4,4,4,,,,,,,None,180.78559882953056,None,179.8031696570888,None,180.27771637931983,None,1,[0.00865825162100009],[0.5164515440019386],180.78559882953056,None,[3 1 0 2 1 2 1 0],space,0,7.721573509194059,0.00223279430247203,None,180.79393797308967,None,0,188.52062015364618,None,None,189.02020098355848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
1,3,2,2,mix,0,5,5,5,,,,,,,None,190.04431753529252,None,189.05349662258595,None,189.54473830893858,None,1,[0.008574545888222929],[0.5175596026510902],190.04431753529252,None,[3 1 3 2 3 2 1 2],space,0,5.941570776731169,0.00241592063821372,None,190.06096310982502,None,1,196.00585298707574,None,None,196.50540399080688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
0,4,2,2,mix,0,6,6,6,,,,,,,None,197.53786064823498,None,196.54703460414248,None,197.038290722518,None,1,[0.009073893881577533],[0.5176545332910791],197.53786064823498,None,[3 0 2 3 2 1 1 3],space,0,10.703931162945082,0.0023700588762949337,None,197.55451456126957,None,0,208.26195372387883,None,None,208.7615380816183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
1,5,3,2,mix,0,7,7,7,,,,,,,None,209.79398704196774,None,208.81152162911212,None,209.29441102272995,None,1,[0.008663062295909185],[0.5169913016598002],209.79398704196774,None,[1 1 3 2 0 1 0 2],space,0,6.799776792895955,0.003156123058488447,None,209.8106342200581,None,1,216.62144771791236,None,None,217.1209977595086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
1,4,2,1,mix,0,8,8,8,,,,,,,None,218.15345249266693,None,217.16262869355523,None,217.65388417050826,None,1,[0.00871758327139105],[0.5176243863984382],218.15345249266693,None,[0 1 2 3 2 0 3 0],space,0,4.567666888872282,0.00252207618450484,None,218.1701147442036,None,1,222.74117545940317,None,None,223.24075693073843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
1,5,4,2,mix,0,9,9,9,,,,,,,None,224.27318793123686,None,223.28238112984127,None,223.77362923042665,None,1,[0.008627784017335216],[0.5176118786453117],224.27318793123686,None,[1 2 2 2 1 2 3 0],space,0,3.7433761265856447,0.002565372253229725,None,224.2898440892527,None,1,228.0366172492818,None,None,228.53618717499882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02_MI,2,27,F,2022-11-24_11h11.49.780,dynamic target,2022.1.3,120.03826668092148,
