tar_letter,tar_pos,tar_ori,tar_pos_type,block,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instruction_text.started,instruction_text.stopped,fix_key.keys,fix_key.started,fix_key.stopped,fixcross.started,fixcross.stopped,roi.started,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,RedFixCross.started,RedFixCross.stopped,distori,search_resp.keys,search_resp.corr,search_resp.rt,search_resp.started,search_resp.stopped,fixcross_shape.started,fixcross_shape.stopped,correct,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,fix_key.rt,text_q1.started,text_q1.stopped,key_resp1.keys,key_resp1.rt,key_resp1.started,key_resp1.stopped,text_q2.started,text_q2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,text_q1_2.started,text_q1_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_q4.started,text_q4.stopped,key_resp1_3.keys,key_resp1_3.rt,key_resp1_3.started,key_resp1_3.stopped,finish_text.started,finish_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,group,age,gender,date,expName,psychopyVersion,frameRate,
1,4,1,1,mix,0,943,943,943,,,,,,,None,4456.556642482872,None,4455.582538984101,None,4456.0570645393655,None,1,[0.008612710571469506],[0.5175345871448371],4456.556642482872,None,[3 1 2 2 0 3 2 1],space,0,1.9140777192451424,0.00255385870605096,None,4456.573288057405,None,1,4458.48829434656,None,None,4458.987861097232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,5,3,2,mix,0,944,944,944,,,,,,,None,4460.02033375817,None,4459.0295083555,4460.028637944161,4459.520725347058,None,2,"[0.008689039937053167, 0.29999525346738665]","[0.09180370139711158, 0.8004897907867417]",4460.02033375817,None,[2 3 0 3 0 0 2 1],space,0,2.03937878727902,0.0027308915205139783,None,4460.320043578295,None,1,4462.359979230716,None,None,4462.859520965881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,6,1,2,mix,0,945,945,945,,,,,,,None,4463.883652879702,None,4462.892826194186,None,4463.38410572451,None,1,[0.008648630272546143],[0.5178248311613061],4463.883652879702,None,[3 2 1 2 1 1 1 1],space,0,2.6659319134796533,0.0021099938230690896,None,4463.900301019927,None,1,4466.564692665261,None,None,4467.064239852524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,7,2,2,mix,0,946,946,946,,,,,,,None,4468.096682398641,None,4467.105893525025,None,4467.588788691452,None,1,[0.008601164952779072],[0.5167889326266959],4468.096682398641,None,[2 2 1 2 1 3 3 1],space,0,2.7817591602406537,0.0032744977179390844,None,4468.105018944436,None,1,4470.8859341014595,None,None,4471.385530999023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,8,3,2,mix,0,947,947,947,,,,,,,None,4472.41795587393,None,4471.427144903283,None,4471.91838723106,None,1,[0.008481860229949234],[0.5173318974002541],4472.41795587393,None,[1 2 0 2 1 0 0 0],space,0,5.091339842626439,0.0024518724112567725,None,4472.434620370447,None,1,4477.530209751814,None,None,4478.02976944683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,1,4,2,mix,0,948,948,948,,,,,,,None,4479.062241466345,None,4478.079823839521,None,4478.562665447107,None,1,[0.008673966491187457],[0.5175470948979637],4479.062241466345,None,[3 2 2 0 0 3 2 2],space,0,3.390749797385979,0.0027453235434222734,None,4479.078887361589,None,1,4482.467627689728,None,None,4482.9671934782655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,4,4,0,mix,0,949,949,949,,,,,,,None,4483.999646575794,None,4483.017227666124,None,4483.500081781463,None,1,[0.009551112772896886],[0.5175644133250898],4483.999646575794,None,[1 0 0 1 2 2 1 0],space,0,1.780401908663407,0.0026016447372967377,None,4484.016285094671,None,1,4485.798089264307,None,None,4486.297690972545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,5,4,2,mix,0,950,950,950,,,,,,,None,4487.330098561095,None,4486.347652038155,None,4486.830541431772,None,1,[0.008623294054814323],[0.5087512579912072],4487.330098561095,None,[0 3 1 2 2 1 3 2],space,0,1.8829856897627906,0.0028030516350554535,None,4487.338429013369,None,1,4489.220151529827,None,None,4489.719722129038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,6,4,2,mix,0,951,951,951,,,,,,,None,4490.752144149611,None,4489.769752789069,None,4490.252590868827,None,1,[0.008582242967349885],[0.5086993027089193],4490.752144149611,None,[1 1 1 0 2 1 3 0],space,0,2.028426485435375,0.0027334572141626268,None,4490.760463056266,None,1,4492.792068545054,None,None,4493.291623750107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,7,3,2,mix,0,952,952,952,,,,,,,None,4494.324075885501,None,4493.341654730849,None,4493.824515260421,None,1,[0.009565224084326474],[0.5175265693542315],4494.324075885501,None,[0 3 1 2 2 0 3 0],space,0,2.943699606658811,0.0023431511708622565,None,4494.340727874266,None,1,4497.28818504804,None,None,4497.787762382195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
