tar_letter,tar_pos,tar_ori,tar_pos_type,block,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instruction_text.started,instruction_text.stopped,fix_key.keys,fix_key.started,fix_key.stopped,fixcross.started,fixcross.stopped,roi.started,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,RedFixCross.started,RedFixCross.stopped,distori,search_resp.keys,search_resp.corr,search_resp.rt,search_resp.started,search_resp.stopped,fixcross_shape.started,fixcross_shape.stopped,correct,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,fix_key.rt,text_q1.started,text_q1.stopped,key_resp1.keys,key_resp1.rt,key_resp1.started,key_resp1.stopped,text_q2.started,text_q2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,text_q1_2.started,text_q1_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_q4.started,text_q4.stopped,key_resp1_3.keys,key_resp1_3.rt,key_resp1_3.started,key_resp1_3.stopped,finish_text.started,finish_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,group,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,space,1.282395236996308,84.51601708249291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,4,4,0,L,0,0,0,0,,,,,84.51601708249291,None,None,119.1114294016188,None,118.13000866568291,None,118.61184216012225,None,1,[0.008932196638852474],[0.5175177017918031],119.1114294016188,None,[3 1 2 2 0 1 3 1],space,0,4.819181095830572,0.0070118914227350615,None,119.13641844924678,None,1,123.95729088024927,None,None,124.45684290738481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,3,2,2,L,0,1,1,1,,,,,,,None,125.48931895167698,None,124.5234730340726,None,124.98973908659354,None,1,[0.008617255805802415],[0.5175975594956981],125.48931895167698,None,[0 0 3 2 0 0 2 1],space,0,2.0128122994774458,0.0024461473622068297,None,125.5059752165289,None,1,127.52089642038663,None,None,128.02048051888832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,2,4,2,L,0,2,2,2,,,,,,,None,129.0529200018209,None,128.07048196210053,None,128.55335809670578,None,1,[0.009055992117282585],[0.5171456739244604],129.0529200018209,None,[3 1 0 2 0 3 3 2],space,0,1.8579348537950864,0.002835173052517348,None,129.06961924230745,None,1,130.9263288610873,None,None,131.42591295959082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,3,2,1,L,0,3,3,3,,,,,,,None,132.45835725322831,None,131.48422569776085,None,131.95878476455982,None,1,[0.008647082178868004],[0.5171703688793059],132.45835725322831,None,[2 2 2 3 2 3 2 3],space,0,1.7479849043702416,0.0028884115235996433,None,132.4750215359236,None,1,134.22351626627642,None,None,134.72309555407318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,2,2,2,L,0,4,4,4,,,,,,,None,135.74721861062972,None,134.7564057746422,None,135.24764451839292,None,1,[0.0086531757388002],[0.5177088471427851],135.74721861062972,None,[2 0 2 1 0 2 1 3],space,0,3.7544062336255593,0.0023367839967249893,None,135.7639030982864,None,1,139.51900004040908,None,None,140.01856233038106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,1,3,2,L,0,5,5,5,,,,,,,None,141.05100309616864,None,140.06852208081546,None,140.55144247390854,None,1,[0.008674984268509434],[0.5170879454635724],141.05100309616864,None,[3 3 3 0 0 1 2 0],space,0,3.4912427010822285,0.0030359398151631467,None,141.06766962386064,None,1,144.55636158029665,None,None,145.05596075234152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,8,1,2,L,0,6,6,6,,,,,,,None,146.0883793888861,None,145.1058794514247,None,145.5888219737608,None,1,[0.008547981653464376],[0.5171087918533885],146.0883793888861,None,[3 2 0 0 0 3 1 0],space,0,3.285098211872537,0.0028633958572754636,None,146.10501865591323,None,1,149.39388225831135,None,None,149.89346828109646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,7,4,2,L,0,7,7,7,,,,,,,None,150.92589236977255,None,149.95181116635104,None,150.4263455381988,None,1,[0.008563696623241412],[0.5169971834930038],150.92589236977255,None,[2 0 1 1 1 1 2 0],space,0,3.3598700401253154,0.002697266172617674,None,150.94256114245945,None,1,154.30637328634657,None,None,154.805924992767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
1,6,1,2,L,0,8,8,8,,,,,,,None,155.8383917363626,None,154.85589917531615,None,155.3388125127076,None,1,[0.008729505592782516],[0.5173326499989344],155.8383917363626,None,[3 0 2 1 2 1 1 2],space,0,1.7111150185501174,0.0026591012447170215,None,155.85503132410486,None,1,157.5702481618282,None,None,158.0698088482337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_DA,19,24,F,2022-12-12_12h18.49.973,dynamic target,2022.1.3,120.11148091548746,
